space	chr	prev_start	prev_end	prev_checksum	start	end	checksum	type
query	chr1H	505204125	505220895	0a455b5e6d495f711069e933fb8f2ac3	505217381	505279991	b1422c54b2f8cd29dbe72a253e064700	PARTIAL
query	chr1H	505217381	505279991	b1422c54b2f8cd29dbe72a253e064700	505225585	505237440	0868e3895c40a58840e2aa954e2bf0a0	NESTED_IN_PREV
query	chr1H	505283836	505334168	54642cb926f4c882f4f55e3e4a49826f	505295182	505299580	9f24eea39ef27c61a5304ec1a52556a0	NESTED_IN_PREV
query	chr1H	505323239	505324687	71d2d76705637805e1e52b65b1599a0a	505324251	505328261	64864fa08594104bba876a83c0669b34	PARTIAL
query	chr1H	505652255	505725887	54de55de2be82d93253ca1e6d81062a7	505700957	505703091	875a59dce812c5431671fabf0af8829b	NESTED_IN_PREV
query	chr1H	505725888	505751929	b0fa2c37646d863d4c2804f0c89fab8d	505743298	505752225	eab5e34d13a10ba0f35f86ff2e7340c6	PARTIAL
query	chr1H	505758848	505834875	40a241e66d10902ec601a0a133ef704d	505785225	505789478	a741c79b178f8aa0324b479ddc9fe25c	NESTED_IN_PREV
query	chr1H	505841116	505885093	647284079a91522cd635279e45908801	505863712	505866163	a24f6feeb720b87bdc6406f3e8920bf9	NESTED_IN_PREV
query	chr1H	505891599	506105557	57cb9b5e302c81b6942144f140ed05b8	505899550	505900805	5f93ca790dbb320a92ff3b0900dff6b4	NESTED_IN_PREV
query	chr1H	506117555	506189681	e1b2fc5cd3ac53c0a8797beb847bd847	506127050	506139906	b721f661364ea4d90bb76730b945af2d	NESTED_IN_PREV
query	chr1H	506189713	506191753	e7074f18f3d419cb3c261ea179edd31c	506190582	506196371	4d84101e7b701c2d19cdcdd44c9836af	PARTIAL
query	chr1H	506190582	506196371	4d84101e7b701c2d19cdcdd44c9836af	506191754	506200529	678917b8daced5320a0abc5d68e33ad3	PARTIAL
query	chr1H	506200530	506203903	02f776d4e48b62277df916aaa3af85a3	506202526	506223457	ad6753a5651a578d3bb484d1fc229230	PARTIAL
query	chr1H	506202526	506223457	ad6753a5651a578d3bb484d1fc229230	506203904	506219985	0c6e8365919ca58940eff7146849d585	NESTED_IN_PREV
query	chr1H	506298411	506308439	3bd7ac184555d14eb47060f4e7e8d08b	506299600	506335929	87fafb758879e351ce53a3de69b36e59	PARTIAL
query	chr1H	506299600	506335929	87fafb758879e351ce53a3de69b36e59	506302145	506400252	4abae5b395e8c54dce640029c682b585	PARTIAL
query	chr1H	506302145	506400252	4abae5b395e8c54dce640029c682b585	506308440	506315470	8dfa9992ede88f2736f27a7e9016ccb0	NESTED_IN_PREV
query	chr1H	506315471	506387197	7847e7bc931c2c00c26e085629028f14	506345014	506391837	01392fcaaf1d2985d8eacb20e5c3c7bd	PARTIAL
query	chr1H	506345014	506391837	01392fcaaf1d2985d8eacb20e5c3c7bd	506387198	506389166	c33d92465f59b66e6e7ab72617c5d9d4	NESTED_IN_PREV
query	chr1H	506415826	506772326	4b38560c8c565c491b00572ae4ae0526	506451014	506451802	263bd3ca96bb7bccbbf67a298e2b0483	NESTED_IN_PREV
query	chr1H	506469899	506501599	ff9197998df97b1059e1b1a86748649f	506482171	506482914	0a3758facbdb6b9aee2213911cedaa74	NESTED_IN_PREV
query	chr1H	506502960	506612816	81a8d34ba41fb3c71ed3a51021b38852	506506270	506509829	01bd0da2f24833805c2eaada3386ecb2	NESTED_IN_PREV
query	chr1H	506880511	507069913	0399ccc1a23cb6b541a16f59949db378	507000868	507002686	d417991b19af74797dc5398f0fee737d	NESTED_IN_PREV
query	chr1H	507073002	507304781	93bf8d8a4627cce350676fb1e61a3aaa	507227585	507230110	9fb24517b11513c00243f60ba47f79b1	NESTED_IN_PREV
query	chr1H	507610185	507695420	3e8294cc0ec34ce8f32ccc4cbd089845	507679739	507683663	c2f35a201f366c325bac804f44663738	NESTED_IN_PREV
query	chr1H	507691357	507736938	dd643216bd759488049dc8fc4f5ae81e	507695421	507698285	bb78a0ea6b4f86a4cf9238880d4a7ff0	NESTED_IN_PREV
query	chr1H	508947860	508970089	90d4ea5f02d448dae52b92ed042ec335	508967908	508972848	0edfa7f3e9ad4dab3bee91af03230c09	PARTIAL
query	chr1H	508972849	509095257	dab66871b41dba37875ce8da5934ab57	508973033	508981548	51173829887f0a961580ab3327f36090	NESTED_IN_PREV
query	chr1H	509152869	509159915	71bb21c226aee6a61f504bfa9ff419e0	509158127	509159935	d771e58a96dd1dca083f5a5f8fae1132	PARTIAL
query	chr1H	509158127	509159935	d771e58a96dd1dca083f5a5f8fae1132	509159916	509165672	f8cd68045ac64db06dd511aed7d413a6	PARTIAL
query	chr1H	509159916	509165672	f8cd68045ac64db06dd511aed7d413a6	509159936	509179798	d343c6e8759bf9399bd0d310cea4fd1a	PARTIAL
query	chr1H	509159936	509179798	d343c6e8759bf9399bd0d310cea4fd1a	509174823	509184032	ab938e987658d41e08bd897a145e9543	PARTIAL
query	chr1H	509518850	509525354	ea1ccc22c30cb3e925476c60ddb6d725	509520674	509897431	9f33f83264182974231140599d0615a8	PARTIAL
query	chr1H	509520674	509897431	9f33f83264182974231140599d0615a8	509652743	509707313	73fb1f5c8a1d401ffcd0a92d3b1f0f42	NESTED_IN_PREV
query	chr1H	510301514	510464400	e7708d3e2ef5e75866b7d44258e8470e	510406093	510409719	494594badd997bf1aeda4eb098b2e4b1	NESTED_IN_PREV
query	chr1H	511261686	511366880	2c2568e10da2780c5887a0d6f924d539	511330138	511334116	6bc0ee336768ed129d18a21f76b7e132	NESTED_IN_PREV
query	chr1H	512057816	512093511	0ee8b0d47f7c265b4efd4635db88e29c	512076610	512077417	95a4762611e5f4255b52958c524207f4	NESTED_IN_PREV
query	chr1H	512109556	512141723	0d6c3bf854ce833b26f35df8c1721306	512129437	512132915	19276b1034dc93999235ea411093630c	NESTED_IN_PREV
query	chr1H	513133200	513172307	a7361cd0e38613897495119636183f32	513155686	513158854	fcf18992d05049de9457e5b87f74eaf0	NESTED_IN_PREV
query	chr1H	514012952	514049561	4e3f37961972832a7136718d8f5e6ca6	514036054	514044660	30f35d77e8bf462d3c052e1d76bf696c	NESTED_IN_PREV
query	chr1H	514169163	514254552	b9a919ee95236a3134ee6285c910e867	514192302	514228487	6b15369c9cb7ea9418ba8c02f0b20d3a	NESTED_IN_PREV
query	chr1H	514241409	514263996	5f298420c0b9242746f70d313c3f018b	514254552	514254697	bf50521529574dd0539014643f1f6eeb	NESTED_IN_PREV
query	chr1H	514255823	514471268	eb3c06f91e335a3c560e9c2002cb1b9f	514266009	514283574	29f3afd2c2ee7ac8dfdc60cb72d30cb6	NESTED_IN_PREV
query	chr1H	514284534	514394803	07b92ffb2f3e615648063ddedbbafec2	514321951	514326842	b4899f6dddcfd358e3a0c315ecb4891c	NESTED_IN_PREV
query	chr1H	514471269	514525379	4f32e6d2949cbedd5ea96d1048cd7a07	514524579	514526627	a68fab47d00f6f12438d5e32ddfa9126	PARTIAL
query	chr1H	514524579	514526627	a68fab47d00f6f12438d5e32ddfa9126	514525380	514553204	4177977bae0c1b2c6b9543cf19e5d8fe	PARTIAL
query	chr1H	514525380	514553204	4177977bae0c1b2c6b9543cf19e5d8fe	514532910	514535895	9b30de5e9df02e30e7d9a44c70d1f0b5	NESTED_IN_PREV
query	chr1H	514553205	514555924	b67418ef8c826bc96f3c9eaaee1b8b67	514554984	514631725	7534f7a4c4217700f275c2564b245008	PARTIAL
query	chr1H	514554984	514631725	7534f7a4c4217700f275c2564b245008	514561241	514729484	3ab840502569657035744510d804270f	PARTIAL
query	chr1H	514561241	514729484	3ab840502569657035744510d804270f	514595995	514597835	790d61ab9319a8ebeb9d974ce01355f0	NESTED_IN_PREV
query	chr1H	514631725	514648801	1651c489bfb80b374c550a5fdb3f8cb6	514636672	514637793	1757a059ffb9220b4a0a57b800ecd922	NESTED_IN_PREV
query	chr1H	514800062	514840045	a69cff4e123606f12aeb0a6b833bda7c	514801920	514807235	85c9569e0bc558b631a72d84946c0529	NESTED_IN_PREV
query	chr1H	514908817	514917204	60edf59cd15f98e09e02d87ca3655260	514915063	514916843	e8164054ae886b7c273bde5cb69604bb	NESTED_IN_PREV
query	chr1H	515259336	515286961	b0e60c6b7d34dd2e0e1cab8f2b83262c	515274970	515280269	f8799bfd443b10b5ad7c017872a5abca	NESTED_IN_PREV
query	chr1H	515622691	515641271	d3279340317dce3ea70abcd9676b2d7d	515630021	515655579	d09f4eb0f49b2cc7621e15f39ff3e85f	PARTIAL
query	chr1H	515630021	515655579	d09f4eb0f49b2cc7621e15f39ff3e85f	515641272	515650703	4252a225cfeae2654a2d9d28e10c666f	NESTED_IN_PREV
query	chr1H	515651271	515660146	fa0ed08c32492c1f0e78afffc2062bfb	515657027	515679644	293934f2609a034e876c53dcbe1d767b	PARTIAL
query	chr1H	515657027	515679644	293934f2609a034e876c53dcbe1d767b	515660713	515674285	453bd40d922cbe9d28e8a76126d3ea29	NESTED_IN_PREV
query	chr1H	515674853	515918682	f198cf9e58834f56b9a5225a80725966	515680230	515703084	748c711554f6494edb4470bab0f1e0cf	NESTED_IN_PREV
query	chr1H	515725534	515797894	474bb83e196c3bba403dd1b3b0358488	515751734	515755086	d4ea351040ae031a49c278845a49ff40	NESTED_IN_PREV
query	chr1H	515760621	515827530	bf096d308fc4699819c2a5487a4d243f	515807327	515951308	91aae4d8e911eee22da7b38c7d1e938e	PARTIAL
query	chr1H	515807327	515951308	91aae4d8e911eee22da7b38c7d1e938e	515827531	515832144	564125c64bd54f9d51a5c71f472d6b2d	NESTED_IN_PREV
query	chr1H	515832145	515848204	4af4dfc1a076cd2cc7732294bbc3dab7	515837093	515915266	90e943820410e9ec75c8498283181cbf	PARTIAL
query	chr1H	515837093	515915266	90e943820410e9ec75c8498283181cbf	515848205	515850159	ce932718a90f91756d578970415c1518	NESTED_IN_PREV
query	chr1H	515915323	515977530	eda348579b8a019095edd0ea30d025ea	515918683	515922798	67066874ac3761591dd8aed44f86edb5	NESTED_IN_PREV
query	chr1H	515922799	515988375	931bcbd8817dc446d891015cce46b241	515951309	515971243	a0fb86f7d9b66818e0e7afb88588a736	NESTED_IN_PREV
query	chr1H	515971244	516230417	449656978a05e4efdd165875fd3514f6	515977531	515984975	19dc7940e5bcabf814187cfa393e93e0	NESTED_IN_PREV
query	chr1H	515984976	515997045	b75efd4a7936c3c32e7b9834c9e53f67	515995009	516011770	8bd1ae8ad17bb93cec7cda6e4867279b	PARTIAL
query	chr1H	515995009	516011770	8bd1ae8ad17bb93cec7cda6e4867279b	515997046	516004091	f7b737ebff212e1b6e1400890468f4bd	NESTED_IN_PREV
query	chr1H	516004092	516012064	2ca0f224c8a984b7507cd7d425cd70a6	516011771	516013543	a06d6c9b3075b13db61491ca7f92c4cb	PARTIAL
query	chr1H	516013544	516084734	8acd71907bba05b1e05622ee55079533	516026029	516073036	df28269e1e5c607e1f4559bc347535a9	NESTED_IN_PREV
query	chr1H	516140864	516283594	51d6b006fda0334bbeede051a49841b8	516230947	516353014	1f0192d532407fcc7092500b707fed90	PARTIAL
query	chr1H	516230947	516353014	1f0192d532407fcc7092500b707fed90	516284592	516429177	2da7cf95c5fadd6a98c659f6167e3be6	PARTIAL
query	chr1H	516432358	516505932	05ec2e4bccbc59e547f0c9cbf1dcfdc4	516448297	516474974	ffaa6144f0167b923e7de409192adc05	NESTED_IN_PREV
query	chr1H	516474975	516559200	84d453da60ccb877f4964b6f8b58c5e1	516496878	516559200	5455e4d3b756d5f005c1ea6ceea5857a	NESTED_IN_PREV
query	chr1H	516496878	516559200	5455e4d3b756d5f005c1ea6ceea5857a	516496878	516716870	eea1d7baf7be736cb249589112b359aa	NESTED_PREV_IN_CURR
query	chr1H	516496878	516716870	eea1d7baf7be736cb249589112b359aa	516526061	516530477	f06f04fcd74dca8382de90a75d620212	NESTED_IN_PREV
query	chr1H	516836740	516842560	200c91caaa4a10f98c73b24db6e5e475	516838181	516844182	42ccf69e054e1d81d98d0a98c67678d9	PARTIAL
query	chr1H	516953504	517200090	903115dd5c7bc7963bd901b5ae4f1c8e	516986761	516996378	b201a6e265465c6b79618d1f23addc0d	NESTED_IN_PREV
query	chr1H	517144569	517231949	1591a39c1477bbdab67adca736b83c4d	517202177	517204024	64c2752197f2c22ae12f715c4fea62b4	NESTED_IN_PREV
query	chr1H	518780582	518816353	ac71b41f5cc3efaeea1dd2ed943bfcff	518805651	518809835	806867a4415cdf656aa97a703c52fd4c	NESTED_IN_PREV
query	chr1H	519044438	519161372	583f7060eaa9ddce3d634e0c41741902	519080425	519082254	5a05d48d28c078e8f1d6969b53b39e5e	NESTED_IN_PREV
query	chr1H	519598254	519766986	4d16ec2f2a32073da0b9ffd1bb745556	519696549	519697335	bcdf348158b43d5325760eb60bdc6358	NESTED_IN_PREV
query	chr1H	519865205	519869855	1e412464985e5e10c205f4934c1b1fcc	519867616	519948186	937b6a2bbdcad28ef2fc52c167bf538f	PARTIAL
query	chr1H	519867616	519948186	937b6a2bbdcad28ef2fc52c167bf538f	519869856	519874636	e0bff1147a5db496dc5a15557a0efc80	NESTED_IN_PREV
query	chr1H	519877388	520010588	565ccc1875300d33c49e17ddf53c3e3c	519951884	519958300	6b02c77aea584761c9806b071d1fbea4	NESTED_IN_PREV
query	chr1H	520555046	520590481	ca1905eae3142d9103a72c921bec5ff4	520581856	520588704	4a6df8c32cff6b2f61743d4d8db41a19	NESTED_IN_PREV
query	chr1H	520588705	520665821	b7532209e379abe77d7d42b7200fc08e	520590482	520596602	1063bb705d67a085cbed20259768d1e8	NESTED_IN_PREV
query	chr2H	657820	709733	87298a283fa51bd7247e0db5cd3de406	677339	678205	be282e56a5d793dc3c88fbcee7a17081	NESTED_IN_PREV
query	chr2H	908071	1139035	abadf1bd541abb8c21300caeef534a92	1008300	1008893	4e284f809f8cf9870a7637aed59401b7	NESTED_IN_PREV
query	chr2H	2132543	2236766	fa125b974adb67453f4f78c06125f080	2135480	2182553	4f0da861c4357cdefdc4a167afdeec17	NESTED_IN_PREV
query	chr2H	2135480	2182553	4f0da861c4357cdefdc4a167afdeec17	2179706	2180692	4bffef80d80aa29872ca491857d88b95	NESTED_IN_PREV
query	chr2H	2238015	2355133	429c3725e3a81024141dab7820560f04	2260280	2261933	f5eda3fab7516eae8347c67c827a5252	NESTED_IN_PREV
query	chr2H	2824074	3011591	7387a72a61e2fe1b395eb9734f35fcd3	2841868	2867330	e620eed222abe56b32e306fc6b7293b8	NESTED_IN_PREV
query	chr2H	2841868	2867330	e620eed222abe56b32e306fc6b7293b8	2843132	2848676	94d5f8e3209371ca7a6dc244951b5b93	NESTED_IN_PREV
query	chr2H	3012128	3015710	499cc9db2adc70f10172b8cc1dc17921	3015319	3027081	27fb4f0ac4e4b21f26f9d4d8c3569ebe	PARTIAL
query	chr2H	3345118	3385924	6c1694d03915d6acc72c2a633cc9760d	3373860	3516356	97efe3da3e0fec67044fe506f28583d8	PARTIAL
query	chr2H	3373860	3516356	97efe3da3e0fec67044fe506f28583d8	3406591	3429639	86823719ced9ad8c1f8e4fc52eff9a33	NESTED_IN_PREV
query	chr2H	3406591	3429639	86823719ced9ad8c1f8e4fc52eff9a33	3428023	3430095	2bda9c088b9b9d49f14464ff310b992e	PARTIAL
query	chr2H	3469347	3590914	03bda50a8c9cc0b1f6ae7cccd9e749c2	3530236	3541018	3a771fe8a169a2482b0acabf190f3d30	NESTED_IN_PREV
query	chr2H	3530236	3541018	3a771fe8a169a2482b0acabf190f3d30	3530934	3626090	b5571fa9afea959f6c453b383446f7cd	PARTIAL
query	chr2H	3530934	3626090	b5571fa9afea959f6c453b383446f7cd	3541019	3542290	f2cd5c067df72eaa224a4a4c50b22a0e	NESTED_IN_PREV
query	chr2H	3599301	3682388	1a688cb392df244df44cbd0a5af84440	3646491	3647738	2a398116c9b3d501b035859e11ebd661	NESTED_IN_PREV
query	chr2H	3761612	3766546	3cfc9d9d914817ec68720732cefc37f0	3764874	3777761	6e0c535662216de8adcac1bdf026fb01	PARTIAL
query	chr2H	3764874	3777761	6e0c535662216de8adcac1bdf026fb01	3769942	3771888	88c9ae502c44a1e55a8aa80b58fd3904	NESTED_IN_PREV
query	chr2H	3774036	3802960	262e9cf7bf792b7ad3275b69f4e07274	3793064	3910195	1c9d922b95c991b81c9c90641e2d06c8	PARTIAL
query	chr2H	3793064	3910195	1c9d922b95c991b81c9c90641e2d06c8	3857465	3861962	f102db5f45d6e6420a0f16b7f87e4364	NESTED_IN_PREV
query	chr2H	3892766	3939010	312f324e2880f401397c610f6599c93b	3896390	3903586	0f9fd62985d1f46ed1e299ac18dce66f	NESTED_IN_PREV
query	chr2H	3946220	4025752	730d8673709b4f647775c5979b20eb94	3971083	3974553	7ff823361e6a77ea2a34d782d2462945	NESTED_IN_PREV
query	chr2H	3978954	4021156	7cb5b234085779ee32f62d20536f46c9	4019643	4034132	3bff155b56c7eafa6e332ea8a3464197	PARTIAL
query	chr2H	4019643	4034132	3bff155b56c7eafa6e332ea8a3464197	4021157	4024561	29571c4301c82f3d3b834c95f1c432c8	NESTED_IN_PREV
query	chr2H	4021157	4024561	29571c4301c82f3d3b834c95f1c432c8	4022927	4035959	49612a0bda1ec82bf344dcac28497cbf	PARTIAL
query	chr2H	4022927	4035959	49612a0bda1ec82bf344dcac28497cbf	4024562	4033942	d981b87712a0d2c6bbd8e2254c8bae98	NESTED_IN_PREV
query	chr2H	4024562	4033942	d981b87712a0d2c6bbd8e2254c8bae98	4025753	4027313	2be3d0c63b93d6b0f8d8e96cafcd5715	NESTED_IN_PREV
query	chr2H	4033943	4067793	59fc20a93b10c2b714db53d093684d96	4038861	4042054	439b6081a1b3922594d7b10aeab00000	NESTED_IN_PREV
query	chr2H	4038861	4042054	439b6081a1b3922594d7b10aeab00000	4040171	4461346	62bb2e7b49ea045a4424547462f58372	PARTIAL
query	chr2H	4046864	4114305	b8a93df0ccc59fc9787ede7537a2f44a	4059783	4064514	062b66e33bf8660a949d0c09a4d700dc	NESTED_IN_PREV
query	chr2H	4115554	4314427	da5b74d6deb5c049cdb8ce2e9f586d87	4249747	4251620	d1489818b7ba895c5a4d0504e2cc7912	NESTED_IN_PREV
query	chr2H	4358660	4467379	6c735e113ad1181b0ff99dcd0e9ca727	4444463	4445159	4918d058d65ae02c18095a6758668f6d	NESTED_IN_PREV
query	chr2H	4676276	4684698	b9369580bd3f1b932a6b96d54a3238b6	4679401	4682560	9d28af7cdc374a95c0d651b2b5ef4c70	NESTED_IN_PREV
query	chr2H	4682561	4696481	a5945b1a41c64ca905adb8d8ee5775ba	4684699	4686132	703a00ca20a30807f122eeb617918ca6	NESTED_IN_PREV
query	chr2H	4689313	4720683	8d66fb40d03fffd2178e91fd3c03f749	4696482	4700644	15e608f78c1653c6b7364ddb65520688	NESTED_IN_PREV
query	chr2H	4696482	4700644	15e608f78c1653c6b7364ddb65520688	4696951	4699998	452c993f9d6df1bd0faa4d5452b850d9	NESTED_IN_PREV
query	chr2H	4716226	4724008	346bfdb5c280939173ef29de0295e93f	4720684	4771004	9106d0adda5aeda04fcfe4475166dc83	PARTIAL
query	chr2H	4720684	4771004	9106d0adda5aeda04fcfe4475166dc83	4724009	4726901	b2263fe8f7a8f341929e2e0bc2e6d19c	NESTED_IN_PREV
query	chr2H	4790243	4797900	0841acf51ed334a71a94487ffbbbc440	4795604	4796435	1018101308214df5d1e29004127fd82f	NESTED_IN_PREV
query	chr2H	4929526	5067080	efba07941ba40c554f333fe28c90252d	4950300	4960177	6fe73b7e7a7cbc0a3b9f2ef27d2cb340	NESTED_IN_PREV
query	chr2H	5005541	5038245	d8f59a215462f362fec7ca466f87b8d7	5020605	5024277	7403ec1c72183c89155701f2ab144a90	NESTED_IN_PREV
query	chr2H	5036332	5046631	3d26beabff3fc2177ea88ed119198030	5041294	5045440	efc8a51b96a235bb86033d288fe6e511	NESTED_IN_PREV
query	chr2H	5048486	5066118	5b340d1116444d2c416d10da851346da	5052283	5057523	1114e8a2d7bf3688d07410f65dd716fb	NESTED_IN_PREV
query	chr2H	5066119	5069317	aa9e7d35dfdc67f0e1cc1494584e2322	5067081	5119487	ac60384a38da0771934f6325be12a945	PARTIAL
query	chr2H	5067081	5119487	ac60384a38da0771934f6325be12a945	5068199	5121229	d75ea479ae13eca787be08040a8f8f13	PARTIAL
query	chr2H	5068199	5121229	d75ea479ae13eca787be08040a8f8f13	5069318	5078546	a9f5543f4a9a3502e7b3aeeb27a2c4a8	NESTED_IN_PREV
query	chr2H	5079114	5126987	43379cce46cc31d4d78181cc9f638f24	5119488	5179641	01cf3dfa4c18eb1a513f8125033cb974	PARTIAL
query	chr2H	5119488	5179641	01cf3dfa4c18eb1a513f8125033cb974	5178683	5191960	46dc1fa36eef1c9a440d247fcf65b56d	PARTIAL
query	chr2H	5178683	5191960	46dc1fa36eef1c9a440d247fcf65b56d	5179642	5182616	7b500cb6fb01a648d7a5804932a5e5fc	NESTED_IN_PREV
query	chr2H	5182617	5368773	282c6823f5a0919ec519282ce1d574cd	5191961	5195397	416e51fced351ba38d1cfdea56f20bf3	NESTED_IN_PREV
query	chr2H	5191961	5195397	416e51fced351ba38d1cfdea56f20bf3	5195150	5202726	7a00b6021ed5afadfb891d57c3aac7e8	PARTIAL
query	chr2H	5195150	5202726	7a00b6021ed5afadfb891d57c3aac7e8	5195398	5201631	679e6ea856b38629acd59a23b230c97b	NESTED_IN_PREV
query	chr2H	5218576	5454649	451a675f156cb763c526d321fd6890af	5319839	5322949	9f4227459336695539f144407b10f3f7	NESTED_IN_PREV
query	chr2H	5322950	5352105	369bf2078ee1e0f6b530c0e95841cfb4	5327996	5333768	3353cd51337eec5c776d61263c6312c3	NESTED_IN_PREV
query	chr2H	5691439	5772610	59a99040be3503263524aed6e191aad9	5711927	5715909	772b7d29649db1d3a7d675c8aa62f4af	NESTED_IN_PREV
query	chr2H	5775170	5878872	9ea00f714661a3bead4c11f35e803879	5813925	5815172	6145908b5b743698bb4f31921b14f464	NESTED_IN_PREV
query	chr2H	6020445	6045050	7f542594f27239453e6ccf5af09428d7	6029158	6029739	79968161b9ee46349cd7926417565725	NESTED_IN_PREV
query	chr2H	6045051	6050878	8201247b8ebe771931b2712aac2f89d4	6046448	6047364	69e6fefe71e378cde3435bfa4b075386	NESTED_IN_PREV
query	chr2H	6133075	6171344	897ad62fe5f1775c4fe96fb0684e78a5	6136864	6138460	d0c1fe80828a3d9bbfbfb30285ad20ca	NESTED_IN_PREV
query	chr2H	6150167	6225191	fc293108fe47fe1825a30006412d3fbc	6171355	6172582	f4ba80505eec41160548c4f969bbe6d0	NESTED_IN_PREV
query	chr2H	6275215	6281729	54a15b3e9eb2189226bc20baf9a46873	6278998	6280473	ac4def74dd6ea6497617dcd6b11af8f9	NESTED_IN_PREV
query	chr2H	6345771	6347228	7db229a8a3234f5e28e3171fd7dd8fdb	6346263	6873447	c07abaf7d866abc7ec6a057c4df20c04	PARTIAL
query	chr2H	6346263	6873447	c07abaf7d866abc7ec6a057c4df20c04	6347229	6363757	ea6d3b74607ca6c0503feec6d0a54fff	NESTED_IN_PREV
query	chr2H	6371090	6389310	7190243e8862d04595872f051a7589a2	6378750	6379598	30419202ca5b7d11cb3add37988719c9	NESTED_IN_PREV
query	chr2H	6484524	6539522	2ecf88d11a139e094f0fd56e8340ad84	6501342	6544941	2bc39378f1ee674004ee361e01759f39	PARTIAL
query	chr2H	6732434	7983533	955787af11a0939940de5c8e5669e703	6965002	6967992	ad2f97f1350f542ddfb317674a5cd7f3	NESTED_IN_PREV
query	chr2H	7325732	7362835	8d5e6376211d2fe238f490c3dc62310c	7325950	7343201	f67ecdbc2dedf3d97302a12901e41b22	NESTED_IN_PREV
query	chr2H	7585496	7685690	bd6cf7b16770d17fd27e7ae69777123d	7596406	7596650	d5129d25a26d7f2f4bb24ea415d484d7	NESTED_IN_PREV
query	chr2H	7966230	8117640	818bcbf5f1d87c7dde59ed17b9dc6a85	7985085	8400422	e47397a27db95601e3c9b3e39c2111b9	PARTIAL
query	chr2H	7985085	8400422	e47397a27db95601e3c9b3e39c2111b9	8118684	8121246	d40f76c6295aedc392672f8c3a585e0d	NESTED_IN_PREV
query	chr2H	8402502	8465854	761bbe49eb894d0701a22a8a6f4f3044	8447755	8448528	d71624fe799e6f1951507d15b3a1e746	NESTED_IN_PREV
query	chr2H	8482051	8687498	cb91b77d21a5be8e08063e5af142c00a	8535933	8537345	f15ca1f1d39a4790933e58fc4484b953	NESTED_IN_PREV
query	chr2H	8893091	9242857	a4c8b71248917456ad5f47475990aa86	8933424	8942462	82253bcf2dea8007dfc86042be578d9c	NESTED_IN_PREV
query	chr2H	9419569	9426683	6d4a6bf84ae04ab9954c37046e4f6698	9420891	9854853	2cc5b775424afd62446ff3145e572ff0	PARTIAL
query	chr2H	9420891	9854853	2cc5b775424afd62446ff3145e572ff0	9429025	9854853	901fd891d38e12feea7a7de40997578f	NESTED_IN_PREV
query	chr2H	9429025	9854853	901fd891d38e12feea7a7de40997578f	9475105	9476634	750e735eea63124fcd9c4e1e76ec6203	NESTED_IN_PREV
query	chr2H	9722554	9786818	9116e2d01aeb12ba86bfaa503096e343	9723474	9728339	9dbc2e36837e7a86259c42c8242d6747	NESTED_IN_PREV
query	chr2H	9788822	9810467	df917bb3cdea72730093f598e96c714a	9807625	9809346	dbcb0a0df32ce39a07269bb53a987af5	NESTED_IN_PREV
query	chr2H	10379897	10548099	2a4e2e8d1231dd905fa2377f92942afe	10476784	10477746	b277d3bd829bfe1db61ce910ffd478c1	NESTED_IN_PREV
query	chr2H	10634674	10649082	00ce5f78b9cb4b963f322fe7ad669be7	10640366	10641784	f0e2130458eb0a1ff3fe49a0a711bd4c	NESTED_IN_PREV
query	chr2H	10672164	10676304	2cc936b4dd257e74d24ec4b908e462a8	10674707	10677404	f6904f68baa65e1e6222f7da6aded046	PARTIAL
query	chr2H	10674707	10677404	f6904f68baa65e1e6222f7da6aded046	10676305	10680957	990869b842121cd6b0367a84c82423cf	PARTIAL
query	chr2H	10676305	10680957	990869b842121cd6b0367a84c82423cf	10677405	10679266	4a1388b1b9589df008b9a1597417b6f2	NESTED_IN_PREV
query	chr2H	11213285	11457005	297aaf8acd442ccada80e15afe13327b	11220304	11224613	43c828618690d5f576b2d7cf713c7d2e	NESTED_IN_PREV
query	chr2H	11457006	11544596	099ed2a65091d57c1142d3b4e6d0b61e	11466890	11510360	166fe8371bd0517a86699e3ac48b9f3e	NESTED_IN_PREV
query	chr2H	11512867	11566097	d5bca4f75e487890e6b69d95af562937	11536621	11537390	d3963d79f6621558b8d709e3294f5075	NESTED_IN_PREV
query	chr2H	11537391	11589184	90e8ab7f19ce272cdb1a549f971d7e9e	11544597	11563609	7e8b3be28d4124d957c4dee44a3dd52d	NESTED_IN_PREV
query	chr2H	11565585	11596360	59cf16203fa697856425f2eabaa29055	11570568	11574904	744ac5d3479588037d60d2527bb5ad61	NESTED_IN_PREV
query	chr2H	11570568	11574904	744ac5d3479588037d60d2527bb5ad61	11571389	11572792	bf5562d711d784406fdf0038c565fd93	NESTED_IN_PREV
query	chr2H	11577094	11711227	38666d0c98077cd12e58fff13f514850	11579307	11582596	ee5d8fa7d16c6760a0f241105084178d	NESTED_IN_PREV
query	chr2H	11589185	11604048	332309a8bc13662aabcfa44d8afd64e1	11596361	11626881	53511e288e9f0900236940150769f8af	PARTIAL
query	chr2H	11596361	11626881	53511e288e9f0900236940150769f8af	11604049	11662392	20f17e93a66a30ca35e0b61cc2823cff	PARTIAL
query	chr2H	11604049	11662392	20f17e93a66a30ca35e0b61cc2823cff	11626882	11680802	93689e7529c64f0895e69dffad07c46b	PARTIAL
